Actual,Predicted
0.00019483430760363984,0.0002498906453277894
3.442530694282479e-05,3.378987988638678e-05
1.0666996517495007e-05,1.0625199489894887e-05
0.0,3.7195248424884824e-10
3.232423187119699e-07,3.3457505393607297e-07
6.73421497316604e-07,7.126704262416366e-07
0.0024786490367432776,0.002514818505364153
0.00018820784007004447,0.00019537870154207062
2.181885651305797e-06,2.185102149744609e-06
0.0015146057580447203,0.0014915448429220117
1.134041801481161e-05,1.10779183151576e-05
2.6936859892664157e-08,8.84211813239299e-07
0.001570769110920925,0.0015556467577771838
0.0,3.7195248424884824e-10
2.6936859892664157e-08,1.094496957080787e-08
0.00010165970923491453,0.00010566153893010168
2.7744965689444084e-05,2.8778600345675355e-05
0.0008958660863102246,0.00089518485312354
1.0720870237280336e-05,1.005240640489159e-05
0.00017288076679111857,0.00017231212967878452
0.00016501520370246065,0.00016473245646312065
0.0,3.7195248424884824e-10
3.151612607441706e-05,3.1929876242368376e-05
1.0774743957065663e-06,1.0774012813725744e-06
0.00024989324922424535,0.00025082499520793263
0.00033380156778989426,0.00032644915188219126
0.0005744285372110632,0.0005836682842071453
1.5892747336671853e-06,1.531357693451091e-06
0.00011033337812035239,0.00010255185803455958
0.0,3.7195248424884824e-10
0.00011507426546146129,0.00011783206117727232
0.014635011474563578,0.014651132107734935
0.00013180205545480571,0.00013592285628118554
0.0,3.7195248424884824e-10
4.1051774476420174e-05,4.1189691199070624e-05
0.00027416335998753583,0.0002744258596871897
5.4196962104040283e-05,5.732204190448771e-05
0.0019019847401611234,0.001910507293262564
0.00012751909473187212,0.00012770495906513153
0.0001365429427959146,0.00014232861665325035
0.00028986754930495896,0.00030912821223401073
0.013236476645796347,0.013206345074320414
0.002932939178833059,0.002813760005292556
0.00037560757434330905,0.00032019872291269786
4.552329321860243e-06,5.014778519286484e-06
0.00031650810373880386,0.0002928059117715839
0.010916270218941721,0.010325858426544736
0.0005416194418617983,0.0004746931972468808
6.7611518330587034e-06,6.524017676470288e-06
0.0014440042482660475,0.0014698428923808871
2.424317390339774e-07,2.431701252616982e-07
0.0004360538879424474,0.00045177854927338904
0.000944029191798308,0.000948391481573625
0.3905545146554297,0.3887224259486864
8.081057967799248e-08,7.375013786570759e-08
1.723959033130506e-05,1.7336089387132212e-05
0.004152747942212463,0.0034354573442432618
0.0016477007827743737,0.0016090746725312874
0.00039723787283711833,0.0003787268941452162
0.0012168457087912107,0.0012071408969090822
6.790782378940634e-05,6.859552182246606e-05
0.0,3.7195248424884824e-10
0.09995180457028005,0.09914586072587511
0.0010429413413241709,0.0010763478962258549
0.00595458143729266,0.006130545666435692
8.188805407369904e-06,7.71673693775096e-06
0.0002590517815877512,0.000273364951460317
0.0,3.7195248424884824e-10
1.1933028932450222e-05,1.1971885352845395e-05
1.0774743957065663e-07,1.0767762239525437e-07
0.0,2.1113026141500604e-09
2.0525887238210087e-05,2.1505311463907354e-05
0.00013207142405373236,0.00013043339360365943
0.0,3.7195248424884824e-10
0.00043729298349751,0.00041412755335841744
0.0008314869911667572,0.0008364673471923115
0.00034772792435440166,0.0003416482750766273
0.00011695984565394776,0.00011528545044301983
0.0,3.7195248424884824e-10
0.001036126315771327,0.0010722459512014003
8.525516156028206e-05,8.912518022106114e-05
2.351587868629581e-05,2.543149347756261e-05
0.0,3.7195248424884824e-10
0.0008538445848776685,0.000830959028712861
0.0005864423767231914,0.0005666839206233229
0.0,3.7195248424884824e-10
1.373779854525872e-06,1.3411195532598242e-06
0.0,3.7195248424884824e-10
0.0514767163709197,0.0506480655617311
0.00019205981103469544,0.00019278023735252469
0.0,3.7195248424884824e-10
0.00021751514363326305,0.00022141048294234137
1.0774743957065663e-06,1.0774012813725744e-06
0.0,2.0594536336531464e-06
0.04205253269515244,0.04223852228481029
0.000568744859773711,0.0005841042572845078
0.0005758023170655891,0.000572595214526768
1.0963301976314312e-05,1.0521721542617216e-05
8.078364281809982e-05,7.984852972692599e-05
0.0008072976909831447,0.0008175897264109347
5.926109176386114e-07,5.939873065532424e-07
0.00030268949461386714,0.00030592353401258013
0.0012065288914523203,0.0012102302853701711
0.0009880170840030286,0.000945825610984549
0.0025402536353178007,0.002520475245941609
0.00011380823304650606,0.00011531885214928669
0.013219344802904614,0.013553003066599876
1.373779854525872e-06,1.3720020217729565e-06
0.00016022044264156642,0.00015684660094001025
8.980749088214231e-05,9.367777891152026e-05
0.17246771698152447,0.17120780677608566
0.14769421018055995,0.14736017480082617
5.398146722489897e-05,5.607930987333972e-05
