Actual,Predicted
0.00019483430760363984,0.00019922061640728693
3.442530694282479e-05,3.5968921077460985e-05
1.0666996517495007e-05,9.889200128732067e-06
0.0,-1.7681440441941892e-06
3.232423187119699e-07,6.030745331444534e-06
6.73421497316604e-07,5.436263926397603e-06
0.0024786490367432776,0.0024680127674418513
0.00018820784007004447,0.00018274620542831608
2.181885651305797e-06,-7.293793858638561e-08
0.0015146057580447203,0.0015111763300803705
1.134041801481161e-05,1.0311298937307786e-05
2.6936859892664157e-08,-7.684597895352575e-06
0.001570769110920925,0.0015812634528809067
0.0,-1.9063603951974956e-06
2.6936859892664157e-08,4.53100413336455e-06
0.00010165970923491453,0.00010250615728027657
2.7744965689444084e-05,2.6242959566939793e-05
0.0008958660863102246,0.0009021258708868374
1.0720870237280336e-05,9.100873622753245e-06
0.00017288076679111857,0.0001828011905169107
0.00016501520370246065,0.00016717222242104566
0.0,2.8858853501172177e-07
3.151612607441706e-05,2.748198146004349e-05
1.0774743957065663e-06,1.4824258840330333e-07
0.00024989324922424535,0.00025456091679947035
0.00033380156778989426,0.0003313761474180805
0.0005744285372110632,0.0005874049162838133
1.5892747336671853e-06,1.5900730437766377e-06
0.00011033337812035239,0.00011031964624587398
0.0,-1.8182251972451852e-06
0.00011507426546146129,0.00011840051352938785
0.014635011474563578,0.014642679105562238
0.00013180205545480571,0.00013671866037355442
0.0,-1.5176145473074984e-07
4.1051774476420174e-05,4.214205902682895e-05
0.00027416335998753583,0.00027438792952364275
5.4196962104040283e-05,5.7299517835135254e-05
0.0019019847401611234,0.001935031177083288
0.00012751909473187212,0.00012223807195086773
0.0001365429427959146,0.0001320970141823947
0.00028986754930495896,0.0002776464670896893
0.013236476645796347,0.013225297450428107
0.002932939178833059,0.002946239264575664
0.00037560757434330905,0.00037200373909006366
4.552329321860243e-06,3.814638714633471e-06
0.00031650810373880386,0.0003294057552917768
0.010916270218941721,0.010955933328257795
0.0005416194418617983,0.0005646766483648737
6.7611518330587034e-06,-7.547945626014234e-07
0.0014440042482660475,0.0014273393459003397
2.424317390339774e-07,5.997487487947786e-06
0.0004360538879424474,0.00044357776121309496
0.000944029191798308,0.0009390494092164725
0.3905545146554297,0.3916737299945224
8.081057967799248e-08,4.062848474790199e-06
1.723959033130506e-05,1.746145844305118e-05
0.004152747942212463,0.004247866149375587
0.0016477007827743737,0.0017786972238770455
0.00039723787283711833,0.00039261553785282155
0.0012168457087912107,0.001202164947207884
6.790782378940634e-05,7.272826338569583e-05
0.0,7.708264179013234e-08
0.09995180457028005,0.09989492376115887
0.0010429413413241709,0.0010366834380650526
0.00595458143729266,0.006158871334033681
8.188805407369904e-06,1.3443279705833283e-06
0.0002590517815877512,0.00025155395096481905
0.0,-1.7895574577677514e-06
1.1933028932450222e-05,1.067397398305046e-05
1.0774743957065663e-07,-1.5713855199831405e-06
0.0,4.517298763215662e-06
2.0525887238210087e-05,2.2357975769084107e-05
0.00013207142405373236,0.00012456699822299818
0.0,-5.470737923004426e-08
0.00043729298349751,0.0004399064131026158
0.0008314869911667572,0.0008234299298613031
0.00034772792435440166,0.0003419398087200501
0.00011695984565394776,0.00011630188215436504
0.0,2.5985286240749923e-07
0.001036126315771327,0.0010956859707330043
8.525516156028206e-05,8.39096893910769e-05
2.351587868629581e-05,2.194369932299379e-05
0.0,-1.8369770923691055e-08
0.0008538445848776685,0.0008666182138831312
0.0005864423767231914,0.0005858787771503735
0.0,1.6718760956872802e-06
1.373779854525872e-06,6.072887608443971e-06
0.0,-1.9020494015026604e-06
0.0514767163709197,0.05146705437383613
0.00019205981103469544,0.00018589961210112462
0.0,-5.2829337284995836e-08
0.00021751514363326305,0.00022373833006123953
1.0774743957065663e-06,2.204357360886984e-07
0.0,-8.511860566311029e-07
0.04205253269515244,0.04209923795485436
0.000568744859773711,0.0005673823486573516
0.0005758023170655891,0.0005982291825940646
1.0963301976314312e-05,1.5829020399026625e-05
8.078364281809982e-05,7.970561278442049e-05
0.0008072976909831447,0.0008215535154880512
5.926109176386114e-07,-1.7407979137264856e-07
0.00030268949461386714,0.00029894098454808833
0.0012065288914523203,0.0012204472572035498
0.0009880170840030286,0.0010048970930768117
0.0025402536353178007,0.002893221577921599
0.00011380823304650606,0.00011738051306768989
0.013219344802904614,0.013619848919672642
1.373779854525872e-06,3.5806540134623e-07
0.00016022044264156642,0.00015004930834200636
8.980749088214231e-05,9.415992802081424e-05
0.17246771698152447,0.17263580887696556
0.14769421018055995,0.14868494775650962
5.398146722489897e-05,5.974001438687111e-05
3.259360047012363e-06,1.764525484337974e-06
0.00029237267727497677,0.0002787113035060564
2.35966892659738e-05,2.2103417262824487e-05
0.0006660138608461213,0.0006573892275076829
0.0008611444739085804,0.0008713861274959967
5.802199620879859e-05,6.225348390448535e-05
0.00020676733653609007,0.0002027786931658242
2.2303719991125923e-05,2.7050360455348112e-05
2.7960460568585396e-05,2.0570588171747825e-05
0.07754475478460587,0.07389186697045161
2.338119438683249e-05,1.543854435239649e-05
0.0,-3.2975908567196496e-06
0.00010200988841351916,9.555190650188883e-05
2.4781911101251025e-06,1.698981522643933e-06
0.002391912347888899,0.0023971258700619487
7.488447050160637e-06,5.4709477415541136e-06
3.259360047012363e-06,2.45217071713575e-06
0.01240811433037714,0.012145430576591147
7.811689368872607e-07,5.69959534020201e-06
5.635191089545342e-05,6.707597490508395e-05
0.0003284411326712541,0.00032797318425359124
7.219078451233995e-05,6.984211122992238e-05
3.851970964650974e-06,2.3841338394161356e-06
0.014678756935029265,0.014699108095555694
5.926109176386115e-06,6.063236733733907e-06
1.4222662023326675e-05,1.872535822911752e-05
0.0018746168905101768,0.0018673323950560488
0.011747918831267834,0.011736575739720643
0.0011917405553712476,0.0012006882845784733
